1018714694665;c58c283f724c2c6d1f74944ea03e34e40fc6d60347b0c03e806f4b68169b4473;259199586131076157280193486923634205207603939679997879269011631574172452776;832415482410179232675594404647798958655073954208016730338832485258071319259;1
1018714694665;aa8156b3643be9e3ddd3ab226d4bc212a3f38874c279d72da0ad83113e1b19e4;116895697657562669927484752721982241810493205987476156730807615361276536010;832415482410179232675594404647798958655073954208016730338832485258071319259;2
2162021844316;44b08b51c66edc062f9d63cd84b429d6f79db0c3e33d2cc68cf70f6b695cc716;641285599569988027054299811897980281399739857528525060279938841810150171128;892330672042980281611093564997355645709022968398987963249595607177454287437;1
2162021844316;ef5eb2895b053082e9d723b7641dbcf8cdab0dee01d1b2e00f3368f0c5c2782f;462284557174934722311273388778585948061431566487341427331196492317755688590;892330672042980281611093564997355645709022968398987963249595607177454287437;2
2162021844316;fc2cd09aa76af65580cf093701a07c3a4de6109e3ebc83f174001655ec984c45;183886065525113660503633353181544283782397617061693824357523718987275486051;892330672042980281611093564997355645709022968398987963249595607177454287437;3
1136811578392;a727d981db4bb3c126ee19240027d56e02b8acfcd573f317d891b7cadeab2a18;231681973665433541073859755269873757649164116915011280543988864778812056304;578336034776754360180463820354088928612020722619947625126528683343876350539;1
1136811578392;08f62e42beae858b6a0bebd31f8578e9e641175000ebbcb97c503e107252c468;542511687549981973313323335063962298531356569427466274652930642380258118193;578336034776754360180463820354088928612020722619947625126528683343876350539;2
1136811578392;35c4c97be23bf827a19ff2176c57a4f2a7769d8a48a482a3cc9daa1dae23cfd2;405762397110900298364477814614804749554685861122110371051640310944395417493;578336034776754360180463820354088928612020722619947625126528683343876350539;3
1136811578392;5c54afb526e659351cf6811b0ed0b9517b71c21759fd301c315d15b66f508010;100149404367898624820712422019743501589705907668223114331326542174369326785;578336034776754360180463820354088928612020722619947625126528683343876350539;4
1133165568706;eacac54f34d880e1d400731dc8d7a38207e7dfa43ca428aed1b1f67142ebee05;84135739707834536334747268778975206816496850675728696574900449727222132978;581290420677089844906750238342395233232354797499691666418345954332507501121;1
1133165568706;eacac54f34d880e1d400731dc8d7a38207e7dfa43ca428aed1b1f67142ebee05;1285383387916203047456373711234119611380510677206454103770392101434071781307;1394574640210254382437905786018926190754648554693870684188790631486927934087;1
1133165568706;eacac54f34d880e1d400731dc8d7a38207e7dfa43ca428aed1b1f67142ebee05;1223012128286537911918427877036174011121401419406068692265631277341079313199;1639650509011040429030506040273233897401086564969595020149259371847622270131;1
1133165568706;eacac54f34d880e1d400731dc8d7a38207e7dfa43ca428aed1b1f67142ebee05;641969229044704749681611188360650912790889792731821990900166170928531364798;969592044779837675518254163856968742455824695393275307940207501532516286929;1
